C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
C012,R258,01-00-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,12:00:00,REGULAR,0004029385,0001836148                                          
C012,R258,01-00-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,16:00:00,REGULAR,0004029490,0001836215                                          
C012,R258,01-00-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,20:00:00,REGULAR,0004029622,0001836294                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,00:00:00,REGULAR,0000340109,0000728181                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,04:00:00,REGULAR,0000340112,0000728197                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,08:00:00,REGULAR,0000340117,0000728287                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,12:00:00,REGULAR,0000340169,0000728459                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,16:00:00,REGULAR,0000340223,0000728645                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,20:00:00,REGULAR,0000340283,0000728772                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,00:00:00,REGULAR,0000340301,0000728831                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,04:00:00,REGULAR,0000340304,0000728846                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,08:00:00,REGULAR,0000340311,0000728879                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,12:00:00,REGULAR,0000340332,0000729031                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,16:00:00,REGULAR,0000340402,0000729267                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,20:00:00,REGULAR,0000340465,0000729383                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,00:00:00,REGULAR,0000340490,0000729422                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,04:00:00,REGULAR,0000340492,0000729430                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,08:00:00,REGULAR,0000340547,0000729586                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,12:00:00,REGULAR,0000340702,0000729759                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,16:00:00,REGULAR,0000340765,0000729910                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,20:00:00,REGULAR,0000340827,0000730046                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,00:00:00,REGULAR,0000340851,0000730088                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,04:00:00,REGULAR,0000340853,0000730097                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,08:00:00,REGULAR,0000340882,0000730253                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,12:00:00,REGULAR,0000341046,0000730425                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,16:00:00,REGULAR,0000341099,0000730540                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,20:00:00,REGULAR,0000341174,0000730686                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,00:00:00,REGULAR,0000341191,0000730715                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,04:00:00,REGULAR,0000341198,0000730721                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,08:00:00,REGULAR,0000341239,0000730875                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,12:00:00,REGULAR,0000341368,0000731059                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,16:00:00,REGULAR,0000341407,0000731225                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,20:00:00,REGULAR,0000341487,0000731386                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,00:00:00,REGULAR,0000341512,0000731424                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,04:00:00,REGULAR,0000341520,0000731429                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,08:00:00,REGULAR,0000341551,0000731588                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,12:00:00,REGULAR,0000341675,0000731768                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,16:00:00,REGULAR,0000341731,0000731920                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,20:00:00,REGULAR,0000341822,0000732053                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,00:00:00,REGULAR,0000341849,0000732088                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,04:00:00,REGULAR,0000341850,0000732094                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,08:00:00,REGULAR,0000341850,0000732234                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,12:00:00,REGULAR,0000341862,0000732413                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,16:00:00,REGULAR,0000341916,0000732564                                          
C012,R258,01-00-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,20:00:00,REGULAR,0000341984,0000732718                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,00:00:00,REGULAR,0004364009,0002888369                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,04:00:00,REGULAR,0004364037,0002888384                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,08:00:00,REGULAR,0004364086,0002888411                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,12:00:00,REGULAR,0004364308,0002888497                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,16:00:00,REGULAR,0004364603,0002888592                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,20:00:00,REGULAR,0004364894,0002888671                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/15/2016,00:00:00,REGULAR,0004365040,0002888742                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/15/2016,04:00:00,REGULAR,0004365070,0002888760                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/15/2016,08:00:00,REGULAR,0004365105,0002888775                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/15/2016,12:00:00,REGULAR,0004365296,0002888839                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/15/2016,16:00:00,REGULAR,0004365531,0002888944                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/15/2016,20:00:00,REGULAR,0004365785,0002889042                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/16/2016,00:00:00,REGULAR,0004365883,0002889077                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/16/2016,04:00:00,REGULAR,0004365896,0002889082                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/16/2016,08:00:00,REGULAR,0004366089,0002889149                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/16/2016,12:00:00,REGULAR,0004366535,0002889245                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/16/2016,16:00:00,REGULAR,0004366763,0002889303                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/16/2016,20:00:00,REGULAR,0004367123,0002889405                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/17/2016,00:00:00,REGULAR,0004367254,0002889443                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/17/2016,04:00:00,REGULAR,0004367262,0002889454                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/17/2016,08:00:00,REGULAR,0004367462,0002889515                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/17/2016,12:00:00,REGULAR,0004367930,0002889598                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/17/2016,16:00:00,REGULAR,0004368190,0002889663                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/17/2016,20:00:00,REGULAR,0004368534,0002889763                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/18/2016,00:00:00,REGULAR,0004368661,0002889799                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/18/2016,04:00:00,REGULAR,0004368669,0002889810                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/18/2016,08:00:00,REGULAR,0004368814,0002889882                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/18/2016,12:00:00,REGULAR,0004369336,0002889990                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/18/2016,16:00:00,REGULAR,0004369596,0002890061                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/18/2016,20:00:00,REGULAR,0004369936,0002890172                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/19/2016,00:00:00,REGULAR,0004370077,0002890208                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/19/2016,04:00:00,REGULAR,0004370085,0002890219                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/19/2016,08:00:00,REGULAR,0004370280,0002890277                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/19/2016,12:00:00,REGULAR,0004370772,0002890365                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/19/2016,16:00:00,REGULAR,0004371046,0002890441                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/19/2016,20:00:00,REGULAR,0004371394,0002890525                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/20/2016,00:00:00,REGULAR,0004371545,0002890572                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/20/2016,04:00:00,REGULAR,0004371564,0002890584                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/20/2016,08:00:00,REGULAR,0004371735,0002890645                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/20/2016,12:00:00,REGULAR,0004372206,0002890749                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/20/2016,16:00:00,REGULAR,0004372478,0002890811                                          
C012,R258,01-03-00,4AV-9 ST,DFGMNR,BMT,05/20/2016,20:00:00,REGULAR,0004372855,0002890901                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/14/2016,00:00:00,REGULAR,0001536068,0000498855                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/14/2016,04:00:00,REGULAR,0001536082,0000498871                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/14/2016,08:00:00,REGULAR,0001536103,0000498898                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/14/2016,12:00:00,REGULAR,0001536249,0000498991                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/14/2016,16:00:00,REGULAR,0001536433,0000499103                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/14/2016,20:00:00,REGULAR,0001536618,0000499209                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/15/2016,00:00:00,REGULAR,0001536707,0000499275                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/15/2016,04:00:00,REGULAR,0001536724,0000499297                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/15/2016,08:00:00,REGULAR,0001536737,0000499312                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/15/2016,12:00:00,REGULAR,0001536865,0000499375                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/15/2016,16:00:00,REGULAR,0001537028,0000499481                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/15/2016,20:00:00,REGULAR,0001537190,0000499592                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/16/2016,00:00:00,REGULAR,0001537259,0000499630                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/16/2016,04:00:00,REGULAR,0001537265,0000499636                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/16/2016,08:00:00,REGULAR,0001537400,0000499669                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/16/2016,12:00:00,REGULAR,0001537796,0000499786                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/16/2016,16:00:00,REGULAR,0001537951,0000499856                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/16/2016,20:00:00,REGULAR,0001538177,0000500005                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/17/2016,00:00:00,REGULAR,0001538251,0000500049                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/17/2016,04:00:00,REGULAR,0001538257,0000500056                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/17/2016,08:00:00,REGULAR,0001538377,0000500085                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/17/2016,12:00:00,REGULAR,0001538767,0000500201                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/17/2016,16:00:00,REGULAR,0001538933,0000500252                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/17/2016,20:00:00,REGULAR,0001539162,0000500409                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/18/2016,00:00:00,REGULAR,0001539255,0000500462                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/18/2016,04:00:00,REGULAR,0001539257,0000500466                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/18/2016,08:00:00,REGULAR,0001539404,0000500511                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/18/2016,12:00:00,REGULAR,0001539838,0000500620                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/18/2016,16:00:00,REGULAR,0001540002,0000500687                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/18/2016,20:00:00,REGULAR,0001540239,0000500828                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/19/2016,00:00:00,REGULAR,0001540320,0000500888                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/19/2016,04:00:00,REGULAR,0001540333,0000500893                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/19/2016,08:00:00,REGULAR,0001540442,0000500937                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/19/2016,12:00:00,REGULAR,0001540807,0000501051                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/19/2016,16:00:00,REGULAR,0001540985,0000501109                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/19/2016,20:00:00,REGULAR,0001541215,0000501246                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/20/2016,00:00:00,REGULAR,0001541303,0000501295                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/20/2016,04:00:00,REGULAR,0001541317,0000501302                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/20/2016,08:00:00,REGULAR,0001541418,0000501336                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/20/2016,12:00:00,REGULAR,0001541756,0000501442                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/20/2016,16:00:00,REGULAR,0001541946,0000501505                                          
C012,R258,01-03-01,4AV-9 ST,DFGMNR,BMT,05/20/2016,20:00:00,REGULAR,0001542180,0000501641                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/14/2016,00:00:00,REGULAR,0006342659,0004251428                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/14/2016,04:00:00,REGULAR,0006342685,0004251448                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/14/2016,08:00:00,REGULAR,0006342710,0004251474                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/14/2016,12:00:00,REGULAR,0006342884,0004251592                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/14/2016,16:00:00,REGULAR,0006343067,0004251699                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/14/2016,20:00:00,REGULAR,0006343283,0004251825                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/15/2016,00:00:00,REGULAR,0006343377,0004251928                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/15/2016,04:00:00,REGULAR,0006343398,0004251946                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/15/2016,08:00:00,REGULAR,0006343415,0004251969                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/15/2016,12:00:00,REGULAR,0006343540,0004252060                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/15/2016,16:00:00,REGULAR,0006343712,0004252203                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/15/2016,20:00:00,REGULAR,0006343878,0004252315                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/16/2016,00:00:00,REGULAR,0006343948,0004252363                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/16/2016,04:00:00,REGULAR,0006343955,0004252366                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/16/2016,08:00:00,REGULAR,0006344113,0004252417                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/16/2016,12:00:00,REGULAR,0006344549,0004252522                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/16/2016,16:00:00,REGULAR,0006344716,0004252617                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/16/2016,20:00:00,REGULAR,0006344925,0004252855                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/17/2016,00:00:00,REGULAR,0006344986,0004252937                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/17/2016,04:00:00,REGULAR,0006344990,0004252946                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/17/2016,08:00:00,REGULAR,0006345162,0004252998                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/17/2016,12:00:00,REGULAR,0006345627,0004253131                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/17/2016,16:00:00,REGULAR,0006345802,0004253239                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/17/2016,20:00:00,REGULAR,0006346027,0004253459                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/18/2016,00:00:00,REGULAR,0006346102,0004253565                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/18/2016,04:00:00,REGULAR,0006346108,0004253573                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/18/2016,08:00:00,REGULAR,0006346280,0004253619                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/18/2016,12:00:00,REGULAR,0006346707,0004253716                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/18/2016,16:00:00,REGULAR,0006346885,0004253835                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/18/2016,20:00:00,REGULAR,0006347147,0004254022                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/19/2016,00:00:00,REGULAR,0006347206,0004254111                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/19/2016,04:00:00,REGULAR,0006347213,0004254118                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/19/2016,08:00:00,REGULAR,0006347357,0004254168                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/19/2016,12:00:00,REGULAR,0006347818,0004254280                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/19/2016,16:00:00,REGULAR,0006347975,0004254382                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/19/2016,20:00:00,REGULAR,0006348187,0004254598                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,00:00:00,REGULAR,0006348267,0004254678                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,04:00:00,REGULAR,0006348269,0004254688                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,08:00:00,REGULAR,0006348406,0004254731                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,12:00:00,REGULAR,0006348834,0004254845                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,16:00:00,REGULAR,0006349017,0004254936                                          
C012,R258,01-03-02,4AV-9 ST,DFGMNR,BMT,05/20/2016,20:00:00,REGULAR,0006349261,0004255164                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,00:00:00,REGULAR,0001355058,0001425292                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,04:00:00,REGULAR,0001355086,0001425333                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,08:00:00,REGULAR,0001355154,0001425359                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,12:00:00,REGULAR,0001355474,0001425503                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,16:00:00,REGULAR,0001355798,0001425645                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/14/2016,20:00:00,REGULAR,0001356130,0001425824                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,00:00:00,REGULAR,0001356277,0001425938                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,04:00:00,REGULAR,0001356303,0001425985                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,08:00:00,REGULAR,0001356346,0001425996                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,12:00:00,REGULAR,0001356590,0001426119                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,16:00:00,REGULAR,0001356846,0001426304                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/15/2016,20:00:00,REGULAR,0001357075,0001426490                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,00:00:00,REGULAR,0001357165,0001426600                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,04:00:00,REGULAR,0001357177,0001426619                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,08:00:00,REGULAR,0001357522,0001426664                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,12:00:00,REGULAR,0001358317,0001426817                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,16:00:00,REGULAR,0001358584,0001426951                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/16/2016,20:00:00,REGULAR,0001358973,0001427380                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,00:00:00,REGULAR,0001359088,0001427547                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,04:00:00,REGULAR,0001359099,0001427559                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,08:00:00,REGULAR,0001359471,0001427609                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,12:00:00,REGULAR,0001360315,0001427776                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,16:00:00,REGULAR,0001360603,0001427963                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/17/2016,20:00:00,REGULAR,0001360989,0001428346                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,00:00:00,REGULAR,0001361105,0001428536                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,04:00:00,REGULAR,0001361112,0001428546                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,08:00:00,REGULAR,0001361469,0001428580                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,12:00:00,REGULAR,0001362245,0001428714                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,16:00:00,REGULAR,0001362534,0001428905                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/18/2016,20:00:00,REGULAR,0001362944,0001429248                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,00:00:00,REGULAR,0001363043,0001429466                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,04:00:00,REGULAR,0001363049,0001429469                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,08:00:00,REGULAR,0001363384,0001429516                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,12:00:00,REGULAR,0001364197,0001429676                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,16:00:00,REGULAR,0001364525,0001429836                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/19/2016,20:00:00,REGULAR,0001364899,0001430254                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,00:00:00,REGULAR,0001365050,0001430471                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,04:00:00,REGULAR,0001365055,0001430474                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,08:00:00,REGULAR,0001365368,0001430510                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,12:00:00,REGULAR,0001366124,0001430666                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,16:00:00,REGULAR,0001366448,0001430834                                          
C012,R258,01-03-03,4AV-9 ST,DFGMNR,BMT,05/20/2016,20:00:00,REGULAR,0001366851,0001431204                                          
C012,R258,01-06-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,00:00:00,REGULAR,0000068988,0000622788                                          
C012,R258,01-06-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,04:00:00,REGULAR,0000068988,0000622788                                          
C012,R258,01-06-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,08:00:00,REGULAR,0000068988,0000622788                                          
C012,R258,01-06-00,4AV-9 ST,DFGMNR,BMT,05/14/2016,12:00:00,REGULAR,0000068988,0000622788                                          
